date,decision_date,trial_id,r_vt_gross,cost_return,r_vt,r_option_a,r_active,turnover,f
2021-02-26,2021-01-29,VT_option_a_L63_sigexpanding_fmax1p0,0.027611732047081672,0.0,0.027611732047081672,0.027611732047081672,0.0,0.0,1.0
2021-03-31,2021-02-26,VT_option_a_L63_sigexpanding_fmax1p0,0.03812414958029913,0.0,0.03812414958029913,0.03812414958029913,0.0,0.0,1.0
2021-04-30,2021-03-31,VT_option_a_L63_sigexpanding_fmax1p0,0.049892298127024975,5.802242639905246e-06,0.04988649588438507,0.050478070149022544,-0.0005915742646374761,0.011604485279810492,0.9883955147201895
2021-05-28,2021-04-30,VT_option_a_L63_sigexpanding_fmax1p0,0.004456674635544555,5.802242639905246e-06,0.00445087239290465,0.004456674635544555,-5.802242639905628e-06,0.011604485279810492,1.0
2021-06-30,2021-05-28,VT_option_a_L63_sigexpanding_fmax1p0,0.028814765955021217,0.0,0.028814765955021217,0.028814765955021217,0.0,0.0,1.0
2021-07-30,2021-06-30,VT_option_a_L63_sigexpanding_fmax1p0,0.020363120907655515,0.0,0.020363120907655515,0.020363120907655515,0.0,0.0,1.0
2021-08-31,2021-07-30,VT_option_a_L63_sigexpanding_fmax1p0,0.030971460327742274,0.0,0.030971460327742274,0.030971460327742274,0.0,0.0,1.0
2021-09-30,2021-08-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.046385335726389115,0.0,-0.046385335726389115,-0.046385335726389115,0.0,0.0,1.0
2021-10-29,2021-09-30,VT_option_a_L63_sigexpanding_fmax1p0,0.06863896747251708,0.0,0.06863896747251708,0.06863896747251708,0.0,0.0,1.0
2021-11-30,2021-10-29,VT_option_a_L63_sigexpanding_fmax1p0,-0.003616834602133967,0.0,-0.003616834602133967,-0.003616834602133967,0.0,0.0,1.0
2021-12-31,2021-11-30,VT_option_a_L63_sigexpanding_fmax1p0,0.03864778567716913,0.0,0.03864778567716913,0.03864778567716913,0.0,0.0,1.0
2022-01-31,2021-12-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.059821575445027114,1.2162230068492492e-05,-0.05983373767509561,-0.0613129805974495,0.0014792429223538933,0.024324460136984985,0.975675539863015
2022-02-28,2022-01-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.023335157639776685,7.44302348189752e-05,-0.02340958787459566,-0.028222946678299776,0.004813358803704117,0.14886046963795038,0.8268150702250646
2022-03-31,2022-02-28,VT_option_a_L63_sigexpanding_fmax1p0,0.02613611663257377,4.813735614903415e-05,0.026087979276424735,0.035776417208131274,-0.00968843793170654,0.0962747122980683,0.7305403579269963
2022-04-29,2022-03-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.0671941366320791,1.611497503133374e-05,-0.06721025160711043,-0.09622387963195574,0.029013628024845306,0.032229950062667476,0.6983104078643289
2022-05-31,2022-04-29,VT_option_a_L63_sigexpanding_fmax1p0,0.00038091804730730244,2.0830786742836676e-05,0.00036008726056446577,0.0005800939975287407,-0.0002200067369642749,0.04166157348567335,0.6566488343786555
2022-06-30,2022-05-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.05386225399365084,9.633402093288945e-06,-0.05387188739574413,-0.08450544797665417,0.03063356058091004,0.01926680418657789,0.6373820301920776
2022-07-29,2022-06-30,VT_option_a_L63_sigexpanding_fmax1p0,0.06269543923365599,4.137386456485089e-06,0.06269130184719951,0.09965779047727749,-0.03696648863007798,0.008274772912970178,0.6291072572791074
2022-08-31,2022-07-29,VT_option_a_L63_sigexpanding_fmax1p0,-0.0275624621093671,3.3678205607047333e-06,-0.027565829929927805,-0.043347912163053726,0.01578208223312592,0.006735641121409466,0.6358428984005169
2022-09-30,2022-08-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.0724021929250979,6.15483925597201e-05,-0.07246374131765762,-0.0953991397436184,0.022935398425960776,0.1230967851194402,0.7589396835199571
2022-10-31,2022-09-30,VT_option_a_L63_sigexpanding_fmax1p0,0.06573931909620509,4.667118104554713e-05,0.06569264791515954,0.07713329106806736,-0.011440643152907826,0.09334236209109427,0.8522820456110514
2022-11-30,2022-10-31,VT_option_a_L63_sigexpanding_fmax1p0,0.04182462742931963,3.681669265699144e-05,0.04178781073666264,0.05371437666554614,-0.011926565928883498,0.07363338531398288,0.7786486602970685
2022-12-30,2022-11-30,VT_option_a_L63_sigexpanding_fmax1p0,-0.04654210279166769,3.097695943598006e-05,-0.04657307975110367,-0.0649399250497098,0.018366845298606133,0.06195391887196012,0.7166947414251084
2023-01-31,2022-12-30,VT_option_a_L63_sigexpanding_fmax1p0,0.05755915028278171,2.596012384262806e-05,0.05753319015893908,0.07488684334585213,-0.01735365318691305,0.05192024768525612,0.7686149891103645
2023-02-28,2023-01-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.01707456944244697,5.566039531647993e-05,-0.01713022983776345,-0.019404335902135483,0.0022741060643720334,0.11132079063295985,0.8799357797433244
2023-03-31,2023-02-28,VT_option_a_L63_sigexpanding_fmax1p0,0.03976725085646346,6.003211012833782e-05,0.03970721874633512,0.03976725085646346,-6.0032110128338534e-05,0.12006422025667564,1.0
2023-04-28,2023-03-31,VT_option_a_L63_sigexpanding_fmax1p0,0.009353761606251308,0.0,0.009353761606251308,0.009353761606251308,0.0,0.0,1.0
2023-05-31,2023-04-28,VT_option_a_L63_sigexpanding_fmax1p0,0.01739296782035915,0.0,0.01739296782035915,0.01739296782035915,0.0,0.0,1.0
2023-06-30,2023-05-31,VT_option_a_L63_sigexpanding_fmax1p0,0.06649977564856473,0.0,0.06649977564856473,0.06649977564856473,0.0,0.0,1.0
2023-07-31,2023-06-30,VT_option_a_L63_sigexpanding_fmax1p0,0.03639011695856238,0.0,0.03639011695856238,0.03639011695856238,0.0,0.0,1.0
2023-08-31,2023-07-31,VT_option_a_L63_sigexpanding_fmax1p0,-0.018729246956048128,0.0,-0.018729246956048128,-0.018729246956048128,0.0,0.0,1.0
